iter,MH,MW,MAG,ROT,LW1,LW2,Theta1,Theta2,I0,I1,I2,phi0,phi1,phi2
415,0.003383,0.018277,0.011344,18.57,0.001635,0.003819,20.66,0.426184,10.81,10.51,9.37,2.83,-0.4,-4.45
416,0.003908,0.015414,0.005185,9.56,0.002951,0.002822,18.6,0.276087,9.05,9.96,9.02,-4.31,-1.36,4.79000000000001
417,0.01006,0.019796,0.00747,1.28,0.002738,0.002069,20.39,0.352431,10.57,10.28,9.12,-4.55,-2.18,2.64
418,0.009372,0.020334,0.010944,10.17,0.002165,0.002865,19.97,0.534219,10.33,10.84,9.65,-0.65,3.69,-3.45
419,0.005901,0.016514,0.009697,6.37,0.001493,0.003695,21.92,0.190089,9.32,9.28,10.42,1.08,-4.91,0.650000000000006
420,0.011702,0.020884,0.007838,10.27,0.001406,0.003545,21.11,0.482913,9.01,10.19,10.01,-4.78,-4.8,-4.45
421,0.009885,0.020128,0.009138,7.7,0.001263,0.002491,18.02,0.420169,9.45,9.91,9.96,2.66,1.25,-3.63
422,0.002879,0.01676,0.01039,13.85,0.002091,0.003068,20.1,0.263307,10.45,10.47,10.23,-3.09,-2.36,0.780000000000001
423,0.003441,0.021656,0.014561,12.45,0.002364,0.003742,18.79,0.361368,9.19,9.14,9.71,-4.69,1.34,4.31999999999999
424,0.011834,0.015163,0.005807,6.01,0.001037,0.002818,20.83,0.329766,10.18,10.74,10.48,4.5,-0.08,-1.48999999999999
425,0.007364,0.024624,0.012021,17.4,0.001624,0.002116,19.27,0.183592,10.93,10.18,10.76,0.93,4.08,2.40000000000001
426,0.005361,0.018444,0.008269,1.02,0.002796,0.003442,21.35,0.527226,9.93,9.7,9.06,-1.13,-2.97,-4.58
427,0.004748,0.020776,0.01162,6.68,0.001957,0.003157,18.65,0.393412,9,10.28,9.19,-2.02,-0.95,1.66
428,0.007977,0.017405,0.007867,10.53,0.002627,0.002269,20.72,0.299798,10.01,9.84,10.89,2.21,2.34,-3.84999999999999
429,0.004059,0.018811,0.005563,15.56,0.001384,0.003894,21.21,0.49323,9.76,10.85,9.59,-3.41,4.45,-1.94
430,0.002267,0.024023,0.009497,18.23,0.001158,0.003282,19.9,0.160757,10.61,9.51,10.1,-3.76,-4.37,-2.94
431,0.010498,0.01784,0.010751,4.6,0.002484,0.002144,21.98,0.567608,9.61,10.12,9.84,4.2,2.98,0.159999999999997
432,0.008695,0.022305,0.007037,13.18,0.002917,0.002907,18.41,0.443789,9.37,10.55,9.43,0.61,-1.48,-0.939999999999998
433,0.006541,0.015809,0.013289,9.62,0.001746,0.003518,20.46,0.225892,10.36,9.07,10.64,-0.18,0.25,3.16
434,0.006943,0.022074,0.007713,16.76,0.002027,0.002213,21.65,0.463962,10.09,10.64,10.72,-4.45,-2.72,3.90000000000001
435,0.008321,0.016067,0.011461,0.4,0.001322,0.003352,19.73,0.244844,9.09,9.24,9.46,4.8,3.99,-1.68000000000001
436,0.010252,0.024105,0.005096,11.83,0.001766,0.003589,20.16,0.141562,9.84,9.67,9.8,1.17,-0.61,1.91
437,0.002484,0.017786,0.013843,5.38,0.002564,0.002978,18.21,0.547681,10.84,10.2,10,-0.83,1.73,-4.69
438,0.004422,0.022509,0.011217,8.33,0.002853,0.00234,20.9,0.200529,9.54,9.41,9.55,-1.33,-1.96,-0.0999999999999943
439,0.010803,0.019315,0.009969,14.46,0.001555,0.003228,18.98,0.480931,10.55,10.96,10.25,1.61,0.69,2.90000000000001
440,0.00777,0.021103,0.013443,3.38,0.001096,0.003964,21.42,0.405466,10.29,10.4,10.98,3.05,-4.7,-3.19
441,0.005005,0.016971,0.007196,19.45,0.0023,0.002602,19.46,0.311119,9.29,9.97,9.21,-2.77,3.58,0.989999999999995
442,0.005623,0.024747,0.012615,12.54,0.001452,0.002763,20.54,0.163604,9.65,10.02,9.09,-4.13,0.32,-2.75
443,0.007152,0.01843,0.006366,9,0.002156,0.003686,18.58,0.50797,10.64,9.61,10.85,3.85,-1.7,0.579999999999998
444,0.011415,0.021466,0.010231,17.61,0.002693,0.003388,21.03,0.380381,10.39,9.05,10.38,0.25,2.58,-0.840000000000003
445,0.003809,0.015461,0.008984,3.97,0.001895,0.002062,19.1,0.35,9.39,10.57,9.67,-0.53,-3.81,3.66
446,0.003102,0.020493,0.005966,2.24,0.001684,0.002638,21.79,0.431429,10.22,9.79,10.13,-2.28,4.98,1.53
447,0.008934,0.023149,0.00874,7.29,0.002429,0.003012,20.27,0.113058,9.97,10.78,9.33,3.35,2.09,4.54000000000001
448,0.00633,0.019957,0.012487,11.16,0.001225,0.002436,18.35,0.582165,10.98,9.35,10.6,-3.69,-0.86,-2.38
449,0.006324,0.020478,0.00807,12.92,0.001421,0.00298,18.62,0.148982,10.01,10.48,9.02,-3.36,-1.65,3.26000000000001
450,0.008952,0.016346,0.011816,9.29,0.002249,0.003587,20.51,0.555856,9,9.89,10.79,3.64,0.38,-1.08
451,0.009621,0.023134,0.005374,17.87,0.00266,0.003354,19.07,0.45555,9.76,9.46,10.45,2.26,-3.76,0.0100000000000051
452,0.003104,0.01994,0.014122,4.3,0.00199,0.002211,21.05,0.23766,10.75,10.91,9.75,-1.98,2.64,-2.84
453,0.003803,0.024731,0.010811,1.99,0.001716,0.002604,19.86,0.381659,9.61,9.69,10.2,-0.23,-3.66,-1.95
454,0.011434,0.018411,0.009564,15.84,0.002887,0.003962,21.75,0.288021,10.62,10.18,10,0.58,4.93,4.8
455,0.007139,0.02145,0.013272,6.92,0.002459,0.00323,18.33,0.223376,10.36,10.75,9.28,4.14,-0.92,-3.79000000000001
456,0.005625,0.015442,0.007024,10.88,0.001133,0.002338,20.31,0.50499,9.36,9.13,10.54,-3.8,2.04,1.63
457,0.004992,0.022525,0.012853,16.51,0.00212,0.00206,19.69,0.357551,9.7,10.85,10.67,-3.06,4.04,-4.65000000000001
458,0.007772,0.019333,0.006606,0.08,0.001292,0.00339,21.67,0.325925,10.7,9.27,9.4,2.71,-2.66,2.43000000000001
459,0.010796,0.021119,0.010549,11.46,0.001861,0.003684,18.25,0.187427,10.45,9.83,9.87,1.32,1.78,-1.48
460,0.00444,0.016989,0.009301,5.09,0.002532,0.002764,20.14,0.531052,9.45,10.29,10.08,-1.67,-0.55,4.26000000000001
461,0.002471,0.022091,0.005756,8.71,0.002759,0.002434,18.95,0.121455,10.18,9.06,9.62,-1.16,0.63,0.930000000000007
462,0.008315,0.024122,0.008295,3.64,0.001004,0.00381,19.49,0.423995,9.93,10.12,10.91,4.46,3.52,2.68000000000001
463,0.006961,0.017805,0.012043,19.78,0.00233,0.00264,21.38,0.267139,10.94,9.5,9.15,-4.74,-4.75,-0.489999999999995
464,0.006543,0.023999,0.006447,6.3,0.001925,0.00307,20.7,0.443252,10.64,10.19,9.24,-0.47,2.28,-2.47
465,0.008682,0.017819,0.012699,10.24,0.002722,0.002489,18.68,0.287129,9.64,9.68,10.94,0.28,-1.01,4.67
466,0.010515,0.022281,0.00883,1.35,0.002181,0.002694,21.24,0.101223,9.39,9.24,10.29,3.91,4.39,-4.23
467,0.002259,0.015788,0.010082,15.23,0.001477,0.003863,19.13,0.570352,10.4,10.63,9.52,-4.1,-3.28,1.43000000000001
468,0.004061,0.020753,0.014974,18.48,0.001188,0.003444,21.94,0.175432,9.23,9.98,10.04,-3.75,3.05,3.67
469,0.011203,0.017385,0.006223,4.93,0.002392,0.002114,19.92,0.51979,10.22,10.4,9.77,3.31,-4.31,-0.890000000000001
470,0.007994,0.023096,0.012202,13.55,0.002949,0.00282,20.5,0.368567,10.97,10.95,9.49,1.88,0.31,0.510000000000005
471,0.004741,0.018791,0.008449,9.9,0.001651,0.00374,18.39,0.338161,9.97,9.42,10.69,-2.31,-1.42,-2.73
472,0.005378,0.021679,0.01135,3.02,0.002601,0.003893,21.61,0.204425,9.09,10.57,10.57,-0.79,-4.68,1.05
473,0.007357,0.015184,0.007598,19.14,0.001803,0.002535,19.5,0.484818,10.09,9.06,9.36,1.23,3.29,-3.20999999999999
474,0.003429,0.018465,0.005215,14.13,0.00206,0.003159,18.06,0.307217,9.84,10,10.16,-4.4,1.18,-0.0499999999999972
475,0.002897,0.023744,0.009718,12.07,0.002271,0.003516,20.87,0.467848,10.54,9.36,9.65,-2.8,-0.01,-4.83
476,0.009878,0.019436,0.010969,5.72,0.001067,0.002908,18.76,0.248737,9.54,10.77,10.41,2.99,1.4,2.01000000000001
477,0.009315,0.020151,0.00749,17.14,0.001529,0.002142,21.32,0.137659,9.3,10.33,10.81,1.57,-2.9,-1.59
478,0.00591,0.01678,0.013743,0.69,0.002828,0.003285,19.3,0.5438,10.29,9.79,9.11,-1.39,4.13,3.76000000000001
479,0.00589,0.023284,0.010352,9.55,0.001173,0.003143,21.18,0.478741,9.67,10.42,9.95,0.75,-2.57,-4.97
480,0.009375,0.01978,0.009105,13.25,0.00247,0.002282,19.19,0.19689,10.67,9.95,10.22,-0.95,3.85,2.18000000000001
481,0.002683,0.016498,0.006799,18.16,0.00173,0.003908,18.74,0.409609,9.42,10.98,9.3,4.68,1.58,3.94
482,0.003372,0.021297,0.008255,15.48,0.00194,0.003269,20.43,0.242181,10.22,9.63,10.76,2.54,-2.13,1.19
483,0.007573,0.024891,0.005794,10.62,0.002196,0.002893,21.88,0.5528,9.97,10.69,9.71,-1.84,-4.86,3.03
484,0.005201,0.018262,0.014542,6.59,0.0014,0.003532,19.99,0.146179,10.96,9.19,10.47,1.41,3.75,-0.219999999999999
485,0.004564,0.020959,0.005571,0.96,0.002348,0.003817,20.01,0.278007,10.1,10.79,10.35,0.44,0.48,3.54000000000001
486,0.011222,0.022678,0.007875,6.08,0.001609,0.002443,21.55,0.57703,9.84,9.77,9.18,-3.93,2.75,0.379999999999995
487,0.004004,0.019171,0.011623,12.38,0.002811,0.003116,19.57,0.108397,10.85,10.36,10.88,4.36,-3.98,-2.55
488,0.002045,0.024284,0.013312,13.76,0.002522,0.003693,21.26,0.510175,9.52,9,9.43,3.46,4.84,-2.34
489,0.010689,0.017652,0.007065,7.79,0.00182,0.002867,19.37,0.167289,10.52,10.62,10.63,-3.26,-3.45,4.49
490,0.008743,0.02194,0.010773,18.91,0.001279,0.002067,20.81,0.344361,10.27,10.06,10.1,-2.16,1.94,-4.09
491,0.006523,0.016245,0.009525,2.68,0.002074,0.003491,18.82,0.376224,9.27,9.57,9.83,2.36,-0.72,1.25
492,0.006744,0.022434,0.013852,11.23,0.001669,0.002811,19.01,0.332916,9.06,10.13,9.81,2.85,3.19,0.75
493,0.008491,0.015626,0.0051,7.22,0.002997,0.003637,21.12,0.364047,10.06,9.75,10.01,-2.58,-4.46,-3.59
494,0.010311,0.02384,0.011469,16.11,0.002414,0.003437,18.56,0.522594,10.81,9.18,10.73,-1.52,1.08,2.51000000000001
495,0.002454,0.01797,0.007716,2.31,0.00124,0.002013,20.57,0.178488,9.81,10.69,9.47,1.79,-2.19,-0.349999999999994
496,0.004265,0.022946,0.007219,4.05,0.001467,0.002687,18.26,0.596837,10.57,9.92,10.98,1.05,1.49,-4.47
497,0.007793,0.020914,0.009991,8.91,0.002709,0.003061,19.8,0.259179,9.32,10.89,9.56,-4.57,4.22,-1.3
498,0.004933,0.017232,0.011245,12.63,0.001879,0.002387,21.82,0.414562,10.33,9.48,10.26,4.93,-3.11,4.13
499,0.005565,0.024485,0.008946,19.52,0.002868,0.002227,18.18,0.563938,10.74,10.5,10.39,3.18,-1.09,-2.13
500,0.007161,0.018617,0.010198,3.31,0.00154,0.003338,20.2,0.158537,9.74,9.12,9.68,-3.53,2.48,4.93000000000001
501,0.011646,0.021829,0.006328,14.39,0.001112,0.003603,19.63,0.230064,9.49,9.56,9.09,-2.45,-3.36,-3.97
502,0.003628,0.015023,0.012581,8.4,0.002285,0.002964,21.74,0.449412,10.49,10.06,10.86,2.09,4.59,1.77
503,0.003086,0.020311,0.012473,5.46,0.002011,0.002353,19.43,0.296601,9.13,9.29,9.34,0.1,-4.2,3.43000000000001
504,0.009679,0.01663,0.008722,11.74,0.001339,0.003215,21.44,0.39072,10.13,10.83,10.61,-0.37,2.81,-1.20999999999999
505,0.006107,0.019599,0.005947,16.85,0.00258,0.002589,20.99,0.216758,9.88,9.85,9.93,4,0.08,-2.97
506,0.006212,0.024991,0.01438,3.28,0.002494,0.002416,20.45,0.183317,9.43,10.37,10.08,-4.48,-3.3,-1.13
507,0.009052,0.018185,0.005627,19.56,0.001165,0.003024,18.43,0.527442,10.43,9.75,9.85,4.75,4.65,3.29000000000001
508,0.004283,0.021688,0.010859,16.86,0.001294,0.003377,19.29,0.412545,9.28,10.27,9.12,-1.06,3.79,2.88
509,0.002986,0.015529,0.008401,14.67,0.00291,0.00265,19.88,0.330035,9.69,10.81,10.68,-0.87,2.39,0.280000000000001
510,0.003694,0.020426,0.006652,11.71,0.002636,0.002043,21.19,0.419411,10.95,9.59,9.13,-1.31,-1.37,4.91
511,0.002314,0.016732,0.014091,19.5,0.001006,0.0038,21.6,0.331042,10.11,9.12,10.58,-1.72,-4.97,1.98999999999999
512,0.005504,0.019714,0.010522,0.59,0.002205,0.002774,18.63,0.593946,10.2,9.02,9.6,-2.72,2.91,-4
513,0.004887,0.022007,0.009669,7.5,0.001044,0.002622,21.37,0.444498,10.86,10.99,9.72,-4.17,0.99,2.24
514,0.007888,0.016136,0.010921,10.96,0.002372,0.003952,19.26,0.225123,9.87,9.38,10.46,3.82,-2.29,-4.44
515,0.010919,0.02435,0.006895,2.35,0.002789,0.003248,20.82,0.16152,9.11,9.94,10.8,0.2,3.25,4.15000000000001
516,0.004307,0.017542,0.013148,16.07,0.001616,0.002328,18.8,0.566909,10.11,10.44,9.01,-0.55,-4.4,-1.34999999999999
517,0.002368,0.022753,0.011791,17.8,0.001843,0.002997,20.12,0.211819,9.25,9.21,10.55,-2.24,4.32,-3.44
518,0.010368,0.01907,0.008037,3.78,0.002515,0.003577,18.01,0.492956,10.25,10.67,9.26,1.96,-3.02,0.659999999999997
519,0.006825,0.017039,0.005421,8.87,0.001254,0.002202,19.55,0.299577,9.5,9.65,10.21,-3.67,-0.28,2.65000000000001
520,0.006422,0.020845,0.011075,17.19,0.002973,0.003506,18.37,0.40471,9.79,10.08,10.18,-1.58,2.69,4.41
521,0.008814,0.017337,0.009827,1.22,0.001677,0.002926,20.26,0.311816,10.79,9.55,9.89,1.39,-4.03,-2.19
522,0.00215,0.019056,0.007367,6.12,0.002436,0.003302,21.8,0.481696,9.04,10.52,10.59,-2.98,-1.77,-4.19
523,0.007932,0.024657,0.013241,11.73,0.002537,0.002751,18.77,0.129506,10.53,9.29,10.41,4.56,1.69,1.04000000000001
524,0.008095,0.022372,0.005267,2.64,0.001904,0.002257,18.57,0.463753,9.59,10.82,10.43,0.8,4.74,-2.61
525,0.004629,0.01574,0.014014,18.94,0.0027,0.003176,20.56,0.245112,10.59,9.31,9.63,-1.24,-3.55,0.409999999999997
526,0.005242,0.023477,0.006098,13.28,0.001548,0.003454,19.45,0.113271,10.48,10.71,9.51,-1.91,-0.37,-3.33
527,0.01195,0.020196,0.008559,18.43,0.002307,0.00283,18.99,0.43171,9.72,9.73,10.97,3.72,-2.63,-0.25
528,0.003325,0.016691,0.012306,4.39,0.001105,0.003722,20.88,0.27508,10.72,10.14,9.23,-3.28,3.79,3.06999999999999
529,0.002763,0.021725,0.012746,1.73,0.001316,0.00308,18.2,0.381089,9.89,9.5,10.72,-3.87,-4.96,2.03
530,0.010001,0.015095,0.006498,15.43,0.002018,0.002472,20.18,0.34923,10.9,10.88,9.48,4.06,3.65,-4.87
531,0.009431,0.024381,0.010051,6.86,0.002571,0.002704,19.74,0.164364,10.14,10.44,9.76,0.5,-2.07,4.02
532,0.005805,0.018688,0.008803,10.34,0.001775,0.003846,21.63,0.507269,9.15,9.93,10.06,-0.31,0.92,-1.87
533,0.00602,0.02156,0.00717,19.27,0.002226,0.003707,19.75,0.573313,10.77,10.31,10.9,2.17,-2.47,1.90000000000001
534,0.009944,0.024841,0.009397,14.33,0.001981,0.002081,18.31,0.282194,9.02,9.26,9.58,-3.45,-4.58,3.89
535,0.002782,0.018346,0.010649,7.88,0.002685,0.00347,20.33,0.438328,10.02,10.87,10.37,3.25,3.39,-1.69
536,0.0035,0.023234,0.014292,5.84,0.002896,0.003831,18.51,0.341147,9.35,9.52,9.83,3.92,-2.84,-3.2
537,0.011736,0.019864,0.005539,11.96,0.001692,0.002719,20.62,0.371534,10.35,10.1,10.12,-4.35,4.19,0.980000000000004
538,0.007462,0.020578,0.011674,0.89,0.001155,0.002456,19.05,0.514865,10.6,10.55,10.65,-0.45,-0.11,-0.109999999999999
539,0.005303,0.01627,0.007922,16.95,0.002453,0.003095,21.07,0.170503,9.6,9.08,9.41,0.03,1.3,2.89
540,0.009732,0.022641,0.006022,10.96,0.001502,0.002021,20.96,0.52934,9.48,11,10.52,-1.12,-3.5,4.53
541,0.008075,0.017704,0.008125,6.5,0.002097,0.002179,20.95,0.398694,10.46,9.44,10.52,-1.44,-3.18,3.67
542,0.004117,0.015985,0.005899,1.47,0.001852,0.003553,21.49,0.20926,9.71,10.5,9.95,2.93,-1.07,0.590000000000003
543,0.002169,0.021185,0.009151,4.74,0.001563,0.00313,19.67,0.540904,10.91,9.14,10.5,4.85,0.21,4.55
544,0.010557,0.01688,0.010404,18.68,0.002767,0.002303,21.69,0.13479,9.92,10.73,9.7,-4.65,-1.52,-2.37
545,0.008636,0.022592,0.006769,9.79,0.002324,0.002506,18.14,0.253569,9.17,10.17,9.04,-0.77,3.11,1.54000000000001
546,0.006638,0.019224,0.01302,13.67,0.001025,0.003929,20.25,0.472692,10.17,9.71,10.78,0.97,-4.25,-4.36
547,0.006846,0.023035,0.008597,0.27,0.002745,0.002375,21.92,0.234739,10.38,10.02,10.86,4.28,1.84,-3.62
548,0.00838,0.018905,0.012345,16.31,0.001917,0.003201,19.94,0.452641,9.38,9.61,9.07,-4.01,-0.49,0.790000000000006
549,0.010192,0.020691,0.006058,5.2,0.001486,0.003999,20.39,0.560709,9.63,9.04,9.66,-0.1,3.95,-0.609999999999999
550,0.002581,0.017499,0.014805,11.34,0.002156,0.002575,18.5,0.153862,10.63,10.58,10.4,0.36,-2.76,2.79000000000001
551,0.004364,0.02221,0.010245,14.95,0.002383,0.002248,20.69,0.502078,9.99,9.81,9.91,2.44,3.46,2.41
552,0.010901,0.015893,0.008997,8.51,0.001212,0.003325,18.7,0.22046,10.99,10.32,10.15,-2.08,-4.8,-4.56999999999999
553,0.007671,0.023929,0.012549,19.9,0.001629,0.003624,21.13,0.292899,10.24,10.75,10.61,-3.19,0.73,4.33
554,0.005063,0.017925,0.006302,3.52,0.002955,0.00295,19.24,0.386518,9.23,9.37,9.31,3.54,-1.92,-1.48
555,0.00568,0.020046,0.013577,9.17,0.001796,0.002665,20.76,0.533998,9.82,10.65,9.44,4.6,-3.86,4.73
556,0.007054,0.016851,0.007328,13.03,0.002624,0.003777,18.87,0.190369,10.83,9.23,10.74,-4.96,2.55,-1.95
557,0.003752,0.019508,0.009868,18.06,0.001365,0.002401,19.31,0.352642,9.07,10.21,9.79,0.66,0.44,-3.86
558,0.003199,0.024533,0.005073,15.72,0.001091,0.00279,21.5,0.27008,10.31,9.44,10.27,1.49,-0.83,-0.950000000000003
559,0.008993,0.021564,0.007768,10.68,0.002834,0.003416,20.06,0.584453,9.56,10.38,9.19,-2.89,-3.72,-2.95
560,0.006233,0.015244,0.011515,7.11,0.001507,0.002027,18.08,0.116571,10.56,10,10.99,2.62,4.87,0.150000000000006
561,0.006281,0.022715,0.005279,11.55,0.00292,0.003917,21.27,0.164952,10.25,9.28,10.72,4.97,3.59,-3.78
562,0.009505,0.020996,0.007505,16.43,0.001163,0.002293,20.8,0.378075,10,10.29,9.8,-0.66,0.7,-2.02
563,0.00323,0.017157,0.011258,0.12,0.002492,0.00315,18.84,0.346445,10.99,9.84,10,1.09,-1.97,4.81999999999999
564,0.003763,0.021889,0.01365,3.75,0.002219,0.003542,20.03,0.428865,9.63,10.55,9.55,1.75,1.74,0.0799999999999983
565,0.011464,0.016175,0.007398,19.71,0.001389,0.0029,18.11,0.272006,10.64,9.07,10.26,-1.55,-0.62,-2.86
566,0.007026,0.024233,0.011033,8.6,0.001958,0.002166,21.53,0.114637,10.39,9.51,10.97,-2.62,4,3.24
567,0.005748,0.017581,0.009781,14.82,0.00263,0.003274,19.58,0.582541,9.39,10.11,9.21,2.82,-2.73,-1.03
568,0.005111,0.020386,0.010028,17.96,0.001618,0.003121,20.42,0.466278,9.55,9.9,9.08,4.04,-0.87,2.7
569,0.007663,0.016549,0.008776,4.26,0.002791,0.002451,18.47,0.248384,10.55,10.47,10.85,-4.23,2.1,-0.540000000000006
570,0.004395,0.019831,0.006549,9.35,0.001034,0.003827,19.97,0.547079,9.3,9.47,9.68,0.14,4.99,-3.7
571,0.002592,0.024874,0.008552,7.03,0.00126,0.003498,21.16,0.198949,10.07,10.18,10.13,2.06,-3.82,-1.42
572,0.008352,0.02128,0.006169,1.88,0.002501,0.002872,20.66,0.408044,9.81,9.13,9.33,-3.57,-1.71,-4.66
573,0.006913,0.015568,0.014921,15.92,0.001829,0.003702,18.73,0.314403,10.82,10.74,10.59,3.14,0.33,2.48
574,0.006666,0.021841,0.009248,7.98,0.002422,0.002006,19.41,0.396721,10.61,9.05,10.51,1.45,-2.96,0.5
575,0.008569,0.015055,0.010495,14.18,0.00122,0.003427,21.46,0.302347,9.61,10.58,9.31,-1.8,4.07,-2.67
576,0.010546,0.024498,0.006708,3.11,0.001683,0.003632,18.9,0.211247,9.35,10.01,9.97,-2.93,-0.07,3.74
577,0.002219,0.018649,0.012956,19.09,0.002979,0.002803,20.98,0.491636,10.36,9.61,10.23,2.57,1.33,-0.920000000000002
578,0.004187,0.023517,0.012145,17.03,0.00269,0.002382,18.17,0.160138,9.03,10.77,9.72,4.65,-2.35,-4.29000000000001
579,0.011087,0.019543,0.008398,0.75,0.001894,0.003052,20.22,0.566275,10.02,9.35,10.48,-4.92,1.24,1.45
580,0.004698,0.016574,0.005702,5.65,0.002149,0.002676,21.72,0.228213,9.78,10.34,9.06,0.71,3.35,4.62
581,0.008149,0.018383,0.007646,4.67,0.001194,0.003446,19.09,0.578932,10.8,10.98,10.44,0.06,-4.09,1.63
582,0.007395,0.018045,0.005438,15.28,0.002301,0.003596,20.36,0.594778,10.16,10.2,10.89,-2.13,-1.47,3.81999999999999
583,0.00355,0.015701,0.007976,10.19,0.001562,0.002222,21.83,0.260744,9.91,9.24,9.59,3.5,-4.36,1.98
584,0.002852,0.020883,0.006932,13.44,0.001773,0.00258,19.02,0.357843,10.71,10.4,10.11,4.32,4.44,2.83
585,0.009206,0.022914,0.009627,18.59,0.002028,0.003204,18.55,0.184209,9.46,9.41,9.43,-0.05,2.33,1.06999999999999
586,0.006029,0.018938,0.010875,4.87,0.001326,0.002346,20.59,0.528563,10.45,10.96,10.63,0.41,-0.94,-3.26000000000001
587,0.005777,0.021146,0.012527,5.99,0.002675,0.002206,18.96,0.587786,9.58,9.34,10.29,-2.27,1.88,3
588,0.009499,0.016996,0.006275,12.43,0.001971,0.003345,20.92,0.119157,10.58,10.78,9.52,1.92,-0.77,-0.159999999999997
589,0.009899,0.015696,0.007105,13.52,0.001179,0.003153,19.79,0.135673,10.37,9.42,9.55,-3.02,3.94,-0.340000000000003
590,0.002713,0.01934,0.009048,17.42,0.002228,0.002969,21.39,0.425809,9.33,9.77,10.95,-3.7,-3.5,-3.40000000000001
591,0.003256,0.02408,0.006051,18.79,0.002439,0.002331,19.71,0.31996,10.04,10.61,9.5,-4.14,2.8,-1.78
592,0.00753,0.022049,0.008667,13.86,0.001698,0.003957,18.23,0.536524,9.79,9.58,10.04,0.24,0.53,-4.94
593,0.005234,0.016025,0.01242,7.72,0.002901,0.002595,20.15,0.193642,10.78,10.05,9.78,-0.52,-1.81,2.12
594,0.004602,0.023195,0.00778,4.59,0.00185,0.002755,19.85,0.294265,10.15,9.96,9.9,-1.34,-4.9,-4.12
595,0.008162,0.019981,0.011532,18.21,0.002555,0.00368,21.77,0.387166,9.15,10.41,10.17,1.62,3.67,1.31
596,0.011343,0.02054,0.005006,9.64,0.002107,0.003379,18.34,0.499232,9.9,10.97,10.58,3.04,-2.17,-2.28
597,0.003893,0.016388,0.013759,13.2,0.001309,0.002054,20.29,0.217385,10.91,9.4,9.37,-2.76,0.79,4.48
598,0.002081,0.021442,0.011151,10.52,0.00102,0.002629,18.6,0.557695,9.73,10.24,10.82,-4.44,-0.4,0.319999999999993
599,0.010644,0.015416,0.009899,6.66,0.002318,0.003803,20.53,0.151078,10.73,9.64,9.12,4.79,1.62,-2.54000000000001
600,0.006414,0.018384,0.007282,1.63,0.001577,0.002429,21.04,0.453945,9.48,10.68,10.42,-0.84,3.89,-0.780000000000001
601,0.004586,0.02472,0.011394,18.13,0.002398,0.00212,21.04,0.11031,9.8,9.39,9.74,-0.41,2.94,-3.8
602,0.008448,0.018487,0.007939,8.35,0.0015,0.0027,18.78,0.473814,10.19,10.51,9.74,4.19,0.16,4.06
603,0.002338,0.015206,0.005477,3.36,0.002739,0.003074,19.29,0.132188,9.94,9.55,10.79,-0.19,2.89,2.3
604,0.004295,0.020085,0.009433,0.42,0.002965,0.003749,21.6,0.487116,10.67,10.84,9.27,-2.03,-3.44,2.56
605,0.010969,0.016734,0.01068,16.78,0.001638,0.002825,19.52,0.206002,9.68,9.29,10.54,2.22,4.55,-0.370000000000005
606,0.007916,0.023678,0.007128,5.35,0.00121,0.002125,20.09,0.305402,9.42,9.85,10.19,3.59,-1.17,0.730000000000004
607,0.004819,0.01939,0.013376,11.81,0.002382,0.003451,18.04,0.399525,10.43,10.28,9.99,-3.4,2.44,-3.53
608,0.005456,0.022327,0.006746,16.19,0.001371,0.003166,21.96,0.517695,10.51,9.74,9.86,-4.7,4.29,0.209999999999994
609,0.007279,0.015854,0.012993,2.26,0.002041,0.002277,19.91,0.173593,9.51,10.13,10.06,4.51,-3.06,-3.03
610,0.011601,0.024046,0.009207,11.15,0.00261,0.00254,20.48,0.339766,9.26,10.7,10.66,0.92,1.56,3.38
611,0.003663,0.017885,0.010455,7.27,0.001782,0.003901,18.4,0.370901,10.26,9.17,9.4,-1.11,-0.17,-1.2
612,0.002975,0.023074,0.014644,9.02,0.001509,0.003289,20.71,0.281622,9.12,10.47,10.91,-1.71,1.03,-3.91
613,0.0098,0.018789,0.005897,12.56,0.002836,0.002151,18.67,0.437008,10.12,9.91,9.14,1.27,-2.26,1.75
614,0.00908,0.020731,0.011949,3.95,0.002253,0.002915,21.22,0.576341,10.87,9.47,9.61,2.67,3.14,-2.15000000000001
615,0.006145,0.017383,0.008201,17.59,0.001081,0.003527,19.15,0.10698,9.87,10.9,10.31,-3.1,-4.52,5
616,0.006098,0.022129,0.012253,2.46,0.001996,0.00348,19.66,0.137087,9.32,9.39,9.67,3.58,1.46,1.84
617,0.009176,0.015968,0.008505,16,0.002666,0.002088,21.71,0.54248,10.32,10.99,10.4,-3.15,-0.27,-4.05
618,0.003016,0.017687,0.006201,11.03,0.001408,0.003712,20.23,0.251507,9.57,9.95,9.08,2.47,-3,-2.06
619,0.003578,0.022643,0.008905,12.76,0.001135,0.003104,18.92,0.404418,10.8,10.66,10.62,0.33,3.23,-3.06
620,0.011657,0.019294,0.010154,8.83,0.002461,0.002461,20.96,0.310307,9.8,9.21,9.32,-0.13,-4.43,0.260000000000005
621,0.007228,0.021236,0.006445,17.71,0.002878,0.00273,19.4,0.203044,9.05,9.66,9.92,-4.05,0.97,-1.15000000000001
622,0.005537,0.01695,0.012692,3.84,0.001706,0.003837,21.47,0.484185,10.05,10.22,10.15,4.25,-2.32,3.34
